балдар,n,nom,pl
ал,v,act,imp
эле,v,cop_ifi
эмес,v,cop_neg
экен,v,cop_ger
да,conj,cnjcoo
анткени,conj,cnjsub
профсоюз,n,abbr,nom,sg
ревком,n,abbr,nom,sg
олтур,v,iv,act,imp
учта,v,tv,act,imp
акимиат,n,org,nom,sg
ээси,n,nom,sg
эчтеке,n,nom,sg
деш,v,act,imp
турган,v,act,past_indf
карыган,adj,attr
